"Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price"
"Audi Q5 2008-2012 2.0 TDI","Coimbatore","2013.0","80127.0","Diesel","Automatic","First","12.8 kmpl","1968 CC","167.6 bhp","5.0","23.68"
"Land Rover Freelander 2 SE","Delhi","2013.0","68000.0","Diesel","Automatic","Second","12.39 kmpl","2179 CC","147.51 bhp","5.0","15.75"
"Volkswagen Vento Diesel Comfortline","Pune","2012.0","75000.0","Diesel","Manual","Third","20.54 kmpl","1598 CC","103.6 bhp","5.0","3.5"
"BMW 5 Series 2003-2012 540i Sedan","Delhi","2006.0","48000.0","Petrol","Automatic","Second","11.62 kmpl","2979 CC","306 bhp","5.0","6.99"
"Hyundai Elantra CRDi SX","Coimbatore","2019.0","41871.0","Diesel","Manual","First","22.7 kmpl","1582 CC","126.2 bhp","5.0","15.57"
"Tata Sumo EX","Coimbatore","2015.0","84931.0","Diesel","Manual","First","15.3 kmpl","2956 CC","83.8 bhp","7.0","5.29"
"Datsun redi-GO T","Kolkata","2016.0","15000.0","Petrol","Manual","First","22.7 kmpl","799 CC","53.64 bhp","5.0","2.25"
"BMW X5 xDrive 30d","Chennai","2009.0","110000.0","Diesel","Automatic","First","11.7 kmpl","2993 CC","245 bhp","5.0","20.0"
"BMW 6 Series 630i Coupe","Mumbai","2011.0","5900.0","Petrol","Automatic","First","7.94 kmpl","4395 CC","450 bhp","4.0","47.5"
"Maruti Alto Vxi 1.1","Chennai","2002.0","103653.0","Petrol","Manual","Second","18.9 kmpl","1061 CC","47 bhp","5.0","1.22"
"Volkswagen Polo Petrol Comfortline 1.2L","Chennai","2012.0","64806.0","Petrol","Manual","First","16.47 kmpl","1198 CC","73.9 bhp","5.0","3.65"
"Datsun GO Plus A","Pune","2016.0","35000.0","Petrol","Manual","First","20.62 kmpl","1198 CC","67 bhp","7.0","3.1"
"Hyundai Creta 1.6 VTVT S","Bangalore","2016.0","40000.0","Petrol","Manual","First","15.29 kmpl","1591 CC","121.3 bhp","5.0","11.5"
"Maruti Alto K10 VXI","Kochi","2015.0","23876.0","Petrol","Manual","First","24.07 kmpl","998 CC","67.1 bhp","5.0","3.46"
"Hyundai Santa Fe 4X4","Coimbatore","2013.0","67901.0","Diesel","Manual","First","14.66 kmpl","2199 CC","194.3 bhp","7.0","8.38"
"Volkswagen Polo GT TDI","Pune","2014.0","68865.0","Diesel","Manual","First","15.11 kmpl","1598 CC","103.6 bhp","5.0","4.8"
"Honda Amaze S i-Dtech","Pune","2014.0","71000.0","Diesel","Manual","Second","25.8 kmpl","1498 CC","98.6 bhp","5.0","4.5"
"Maruti Esteem Vxi","Chennai","2004.0","95000.0","Petrol","Manual","First","15.9 kmpl","1298 CC","null bhp","5.0","0.8"
"Maruti Swift VDI","Kolkata","2014.0","25000.0","Diesel","Manual","First","22.9 kmpl","1248 CC","74 bhp","5.0","3.95"
"Skoda Rapid 1.6 TDI Ambition","Hyderabad","2012.0","180000.0","Diesel","Manual","First","20.5 kmpl","1598 CC","103.5 bhp","5.0","3.65"
"Mercedes-Benz E-Class 280 CDI","Mumbai","2005.0","131000.0","Diesel","Automatic","First","11.0 kmpl","2987 CC","198.5 bhp","5.0","10.0"
"Mahindra Scorpio SLE BSIV","Delhi","2011.0","65000.0","Diesel","Manual","Second","12.05 kmpl","2179 CC","120 bhp","8.0","4.0"
"Nissan Sunny 2011-2014 Diesel XL","Hyderabad","2012.0","117777.0","Diesel","Manual","First","21.64 kmpl","1461 CC","84.8 bhp","5.0","4.75"
"Maruti Swift Dzire VXi","Bangalore","2009.0","65000.0","Petrol","Manual","Second","17.5 kmpl","1298 CC","85.8 bhp","5.0","3.1"
"Hyundai EON Sportz","Kochi","2017.0","46897.0","Petrol","Manual","First","21.1 kmpl","814 CC","55.2 bhp","5.0","3.61"
"Honda Brio S MT","Coimbatore","2015.0","36695.0","Petrol","Manual","First","19.4 kmpl","1198 CC","86.8 bhp","5.0","4.29"
"Nissan Micra XV Primo","Kolkata","2011.0","43000.0","Petrol","Manual","First","18.06 kmpl","1198 CC","75 bhp","5.0","2.13"
"Maruti Alto LXi BSII","Mumbai","2008.0","54000.0","Petrol","Manual","First","19.7 kmpl","796 CC","46.3 bhp","5.0","1.1"
"BMW 3 Series 320d","Hyderabad","2011.0","89000.0","Diesel","Automatic","First","22.69 kmpl","1995 CC","190 bhp","5.0","13.95"
"Volkswagen Polo 1.2 MPI Highline","Mumbai","2014.0","7000.0","Petrol","Manual","First","16.47 kmpl","1198 CC","74 bhp","5.0","5.35"
"Maruti Celerio LXI","Hyderabad","2014.0","58470.0","Petrol","Manual","First","23.1 kmpl","998 CC","67.04 bhp","5.0","3.9"
"Maruti Wagon R VXI 1.2","Kolkata","2014.0","37000.0","Petrol","Manual","First","21.5 kmpl","1197 CC","81.80 bhp","5.0","2.8"
"Maruti Ciaz ZDi Plus","Mumbai","2016.0","29000.0","Diesel","Manual","First","26.21 kmpl","1248 CC","88.5 bhp","5.0","8.75"
"Audi A4 2.0 TDI","Hyderabad","2013.0","52000.0","Diesel","Automatic","First","16.55 kmpl","1968 CC","147.51 bhp","5.0","19.5"
"Honda Brio S MT","Kolkata","2013.0","32807.0","Petrol","Manual","First","19.4 kmpl","1198 CC","86.8 bhp","5.0","2.75"
"Mahindra Scorpio VLX 2WD AT BSIV","Hyderabad","2013.0","86000.0","Diesel","Automatic","First","11.79 kmpl","2179 CC","120 bhp","8.0","8.0"
"Honda City i DTEC V","Delhi","2014.0","66500.0","Diesel","Manual","First","26.0 kmpl","1498 CC","98.6 bhp","5.0","5.7"
"BMW X1 sDrive20d","Ahmedabad","2012.0","94000.0","Diesel","Automatic","First","17.05 kmpl","1995 CC","184 bhp","5.0","12.5"
"Chevrolet Spark 1.0 LT","Chennai","2011.0","29000.0","Petrol","Manual","Second","18.0 kmpl","995 CC","62 bhp","5.0","1.75"
"Ford Figo Diesel EXI","Chennai","2010.0","107389.0","Diesel","Manual","Second","20.0 kmpl","1399 CC","68 bhp","5.0","1.9"
"Maruti Swift VXI BSIV","Ahmedabad","2015.0","36100.0","Petrol","Manual","First","20.4 kmpl","1197 CC","81.80 bhp","5.0","4.5"
"Mercedes-Benz New C-Class C 220 CDI Avantgarde","Mumbai","2015.0","16329.0","Diesel","Automatic","First","19.27 kmpl","2143 CC","170 bhp","5.0","30.3"
"Skoda Octavia Elegance 2.0 TDI AT","Hyderabad","2014.0","36000.0","Diesel","Automatic","First","19.3 kmpl","1968 CC","141 bhp","5.0","16.0"
"BMW X3 xDrive20d xLine","Kochi","2017.0","41816.0","Diesel","Automatic","First","18.56 kmpl","1995 CC","190 bhp","5.0","32.78"
"Hyundai EON Era Plus","Jaipur","2015.0","54680.0","Petrol","Manual","First","21.1 kmpl","814 CC","55.2 bhp","5.0","2.5"
"Audi A4 35 TDI Technology","Hyderabad","2017.0","14000.0","Diesel","Automatic","First","18.25 kmpl","1968 CC","187.74 bhp","5.0","43.0"
"Ford Figo 2015-2019 1.2P Titanium MT","Kochi","2017.0","23977.0","Petrol","Manual","First","18.16 kmpl","1196 CC","86.8 bhp","5.0","5.38"
"Maruti Alto K10 2010-2014 VXI","Hyderabad","2013.0","30131.0","Petrol","Manual","First","20.92 kmpl","998 CC","67.1 bhp","5.0","2.65"
"Maruti Alto 800 2016-2019 VXI","Hyderabad","2017.0","2530.0","Petrol","Manual","First","24.7 kmpl","796 CC","47.3 bhp","5.0","3.3"
"Mercedes-Benz New C-Class C 220 CDI Style","Hyderabad","2015.0","39000.0","Diesel","Automatic","First","19.27 kmpl","2143 CC","167.62 bhp","5.0","34.0"
"Hyundai Santro D Lite","Chennai","2001.0","140000.0","Petrol","Manual","Third","20.3 kmpl","1086 CC","68 bhp","5.0","0.7"
"Hyundai Xcent 1.1 CRDi S","Kochi","2017.0","32257.0","Diesel","Manual","First","24.4 kmpl","1120 CC","71 bhp","5.0","6.83"
"Honda Amaze S i-Dtech","Kochi","2016.0","46983.0","Diesel","Manual","First","25.8 kmpl","1498 CC","98.6 bhp","5.0","5.77"
"Maruti Swift Vdi BSIII","Chennai","2008.0","107000.0","Diesel","Manual","Second","17.8 kmpl","1248 CC","75 bhp","5.0","3.1"
"Volkswagen Polo 1.2 MPI Comfortline","Mumbai","2017.0","19000.0","Petrol","Manual","First","16.2 kmpl","1199 CC","74 bhp","5.0","4.95"
"Audi A4 2.0 TDI 177 Bhp Premium Plus","Bangalore","2013.0","88000.0","Diesel","Automatic","First","17.11 kmpl","1968 CC","174.33 bhp","5.0","16.25"
"Land Rover Range Rover 3.6 TDV8 Vogue SE","Coimbatore","2012.0","84384.0","Diesel","Automatic","First","10.2 kmpl","4367 CC","308 bhp","7.0","52.54"
"Mahindra XUV500 W8 2WD","Chennai","2011.0","128000.0","Diesel","Manual","Third","16.0 kmpl","2179 CC","140 bhp","7.0","6.4"
"Ford Endeavour 2.5L 4X2","Bangalore","2011.0","71000.0","Diesel","Manual","Third","13.1 kmpl","2499 CC","141 bhp","7.0","6.95"
"Tata Indica V2 DLX","Kolkata","2008.0","50000.0","Diesel","Manual","First","17.2 kmpl","1396 CC","53.5 bhp","5.0","0.85"
"Maruti Baleno Alpha","Chennai","2016.0","16000.0","Petrol","Manual","First","21.4 kmpl","1197 CC","83.1 bhp","5.0","6.95"
"Hyundai Xcent 1.1 CRDi Base","Kolkata","2017.0","82000.0","Diesel","Manual","First","24.4 kmpl","1120 CC","71 bhp","5.0","3.45"
"Honda Civic 2006-2010 1.8 S MT","Delhi","2008.0","80000.0","Petrol","Manual","First","13.5 kmpl","1799 CC","130 bhp","5.0","2.75"
"Hyundai i20 Sportz Option 1.2","Delhi","2015.0","36000.0","Petrol","Manual","Second","18.6 kmpl","1197 CC","81.83 bhp","5.0","4.95"
"Tata Nexon 1.2 Revotron XZ Plus","Coimbatore","2018.0","17477.0","Petrol","Manual","First","17.0 kmpl","1198 CC","108.5 bhp","5.0","9.62"
"Hyundai i20 Sportz 1.2","Coimbatore","2016.0","16725.0","Petrol","Manual","First","18.6 kmpl","1197 CC","81.83 bhp","5.0","6.79"
"Maruti Swift Dzire ZXI","Mumbai","2014.0","48241.0","Petrol","Manual","First","19.1 kmpl","1197 CC","85.8 bhp","5.0","4.5"
"Maruti Wagon R LXI","Kochi","2014.0","52431.0","Petrol","Manual","First","22.5 kmpl","998 CC","67.04 bhp","5.0","3.01"
"Hyundai i20 Sportz 1.4 CRDi","Bangalore","2012.0","68000.0","Diesel","Manual","First","21.9 kmpl","1396 CC","88.76 bhp","5.0","4.4"
"Toyota Fortuner 4x2 AT","Hyderabad","2012.0","158000.0","Diesel","Automatic","First","12.55 kmpl","2982 CC","168.5 bhp","7.0","17.49"
"Hyundai i10 Sportz","Coimbatore","2014.0","31446.0","Petrol","Manual","First","20.36 kmpl","1197 CC","78.9 bhp","5.0","4.66"
"Hyundai Grand i10 Asta","Chennai","2015.0","25000.0","Petrol","Manual","First","18.9 kmpl","1197 CC","82 bhp","5.0","5.5"
"Hyundai i20 Asta 1.2","Ahmedabad","2016.0","57000.0","Petrol","Manual","First","18.6 kmpl","1197 CC","81.83 bhp","5.0","6.0"
"Hyundai Santro Xing XL AT eRLX Euro II","Hyderabad","2007.0","76000.0","Petrol","Automatic","First","17.0 kmpl","1086 CC","null bhp","5.0","2.4"
"Maruti Vitara Brezza ZDi Plus","Kochi","2018.0","57078.0","Diesel","Manual","First","24.3 kmpl","1248 CC","88.5 bhp","5.0","10.19"
"Honda Amaze S i-Dtech","Kochi","2016.0","47471.0","Diesel","Manual","First","25.8 kmpl","1498 CC","98.6 bhp","5.0","5.25"
"Mercedes-Benz M-Class ML 250 CDI","Hyderabad","2014.0","50000.0","Diesel","Automatic","First","15.26 kmpl","2143 CC","203.2 bhp","5.0","45.0"
"Hyundai i20 Sportz Diesel","Ahmedabad","2010.0","62000.0","Diesel","Manual","First","23.0 kmpl","1396 CC","90 bhp","5.0","2.7"
"Hyundai i10 Era","Coimbatore","2013.0","65807.0","Petrol","Manual","First","19.81 kmpl","1086 CC","68.05 bhp","5.0","3.39"
"Maruti Swift Dzire VDI","Hyderabad","2014.0","81768.0","Diesel","Manual","First","26.59 kmpl","1248 CC","74 bhp","5.0","5.69"
"BMW Z4 2009-2013 Roadster 2.5i","Kochi","2018.0","9952.0","Petrol","Automatic","First","10.37 kmpl","2979 CC","306 bhp","2.0","58.54"
"Maruti Baleno Alpha Diesel","Hyderabad","2017.0","24000.0","Diesel","Manual","First","27.39 kmpl","1248 CC","74 bhp","5.0","8.4"
"Chevrolet Beat Diesel","Hyderabad","2012.0","72921.0","Diesel","Manual","First","25.44 kmpl","936 CC","57.6 bhp","5.0","2.5"
"Honda Brio V MT","Pune","2012.0","59000.0","Petrol","Manual","First","19.4 kmpl","1198 CC","86.8 bhp","5.0","3.25"
"Ford Figo Diesel Titanium","Mumbai","2014.0","33000.0","Diesel","Manual","Second","20.0 kmpl","1399 CC","68.05 bhp","5.0","3.25"
"Maruti Celerio VXI AT","Pune","2016.0","36789.0","Petrol","Automatic","First","23.1 kmpl","998 CC","67.04 bhp","5.0","4.25"
"Mercedes-Benz New C-Class C 220 CDI Elegance AT","Jaipur","2014.0","41000.0","Diesel","Automatic","First","14.84 kmpl","2143 CC","170 bhp","5.0","18.5"
"Hyundai Santro Xing XL AT eRLX Euro III","Hyderabad","2007.0","71000.0","Petrol","Automatic","First","17.0 kmpl","1086 CC","null bhp","5.0","2.4"
"Honda Brio S MT","Jaipur","2015.0","46650.0","Petrol","Manual","First","19.4 kmpl","1198 CC","86.8 bhp","5.0","4.25"
"Maruti Baleno Alpha CVT","Mumbai","2018.0","3000.0","Petrol","Automatic","First","21.4 kmpl","1197 CC","83.1 bhp","5.0","8.85"
"Hyundai EON Sportz","Coimbatore","2014.0","14799.0","Petrol","Manual","First","21.1 kmpl","814 CC","55.2 bhp","5.0","4.14"
"Toyota Prius 2009-2016 Z4","Mumbai","2011.0","44000.0","Electric","Automatic","First","","1798 CC","73 bhp","5.0","12.75"
"Hyundai i20 1.4 CRDi Sportz","Hyderabad","2015.0","68525.0","Diesel","Manual","First","23.0 kmpl","1396 CC","90 bhp","5.0","7.0"
"Ford Endeavour 3.2 Titanium AT 4X4","Hyderabad","2018.0","15000.0","Diesel","Automatic","First","10.91 kmpl","3198 CC","197 bhp","7.0","33.0"
"Honda City i-VTEC VX","Ahmedabad","2017.0","29000.0","Petrol","Manual","First","17.4 kmpl","1497 CC","117.3 bhp","5.0","10.0"
"Maruti SX4 ZDI","Kochi","2012.0","77407.0","Diesel","Manual","Second","21.5 kmpl","1248 CC","88.8 bhp","5.0","3.53"
"Chevrolet Optra Magnum 1.6 LS Petrol","Jaipur","2007.0","118000.0","Petrol","Manual","First","12.9 kmpl","1598 CC","102.5 bhp","5.0","1.35"
"Volkswagen Vento Diesel Highline","Delhi","2013.0","75000.0","Diesel","Manual","First","20.54 kmpl","1598 CC","103.6 bhp","5.0","4.5"
"Honda City V MT","Pune","2012.0","69000.0","Petrol","Manual","First","16.8 kmpl","1497 CC","116.3 bhp","5.0","4.9"
"Hyundai Creta 1.6 CRDi SX Option","Kochi","2016.0","52553.0","Diesel","Manual","First","19.67 kmpl","1582 CC","126.2 bhp","5.0","12.26"
"Hyundai Xcent 1.1 CRDi SX","Mumbai","2014.0","58000.0","Diesel","Manual","Second","24.4 kmpl","1120 CC","71 bhp","5.0","3.99"
"Mercedes-Benz GLC 220d 4MATIC Style","Mumbai","2017.0","24000.0","Diesel","Automatic","First","17.9 kmpl","2143 CC","170 bhp","5.0","46.95"
"Ford Figo Diesel EXI","Hyderabad","2015.0","65542.0","Diesel","Manual","First","20.0 kmpl","1399 CC","68 bhp","5.0","3.8"
"Volkswagen Jetta 2007-2011 2.0 TDI Trendline","Ahmedabad","2013.0","68008.0","Diesel","Manual","Second","15.0 kmpl","1896 CC","105 bhp","5.0","6.75"
"Mahindra TUV 300 2015-2019 T8","Coimbatore","2017.0","22251.0","Diesel","Manual","First","18.49 kmpl","1493 CC","100 bhp","7.0","8.75"
"Ford Ecosport 1.5 Ti VCT MT Titanium","Chennai","2013.0","55000.0","Petrol","Manual","Second","15.8 kmpl","1499 CC","110 bhp","5.0","5.2"
"Hyundai Verna 1.6 SX VTVT (O)","Kochi","2017.0","19387.0","Petrol","Manual","First","17.1 kmpl","1591 CC","121.3 bhp","5.0","8.42"
"Maruti Wagon R LXI CNG","Pune","2014.0","58000.0","CNG","Manual","First","26.6 km/kg","998 CC","58.16 bhp","5.0","3.0"
"Hyundai i20 Sportz 1.2","Mumbai","2016.0","24001.0","Petrol","Manual","First","18.6 kmpl","1197 CC","81.83 bhp","5.0","5.75"
"Audi A4 New 2.0 TDI Multitronic","Kolkata","2008.0","17000.0","Diesel","Automatic","First","15.2 kmpl","1968 CC","140.8 bhp","5.0","9.75"
"Nissan Micra Active XV S","Delhi","2015.0","28500.0","Petrol","Manual","First","19.49 kmpl","1198 CC","67.04 bhp","5.0","3.5"
"Mercedes-Benz M-Class ML 250 CDI","Jaipur","2014.0","66000.0","Diesel","Automatic","First","15.26 kmpl","2143 CC","203.2 bhp","5.0","30.0"
"Land Rover Discovery Sport TD4 S","Delhi","2017.0","22000.0","Diesel","Automatic","First","12.83 kmpl","2179 CC","147.5 bhp","5.0","35.0"
"Hyundai Creta 1.6 SX Option Executive","Coimbatore","2018.0","44383.0","Petrol","Manual","First","15.8 kmpl","1591 CC","121.3 bhp","5.0","13.25"
"Skoda Rapid 1.6 TDI Active","Mumbai","2013.0","45000.0","Diesel","Manual","First","20.5 kmpl","1598 CC","103.5 bhp","5.0","3.65"
"Maruti Swift Dzire VDI","Jaipur","2015.0","58000.0","Diesel","Manual","First","23.4 kmpl","1248 CC","74 bhp","5.0","5.25"
"Hyundai Creta 1.6 SX","Delhi","2016.0","69000.0","Petrol","Manual","First","15.8 kmpl","1591 CC","121.3 bhp","5.0","9.7"
"Hyundai Grand i10 CRDi Sportz","Coimbatore","2017.0","60993.0","Diesel","Manual","First","24.0 kmpl","1120 CC","70 bhp","5.0","5.21"
"Mahindra TUV 300 T8","Pune","2016.0","67000.0","Diesel","Manual","First","18.49 kmpl","1493 CC","100 bhp","7.0","6.3"
"Hyundai Grand i10 CRDi Sportz","Kochi","2014.0","51134.0","Diesel","Manual","First","24.0 kmpl","1120 CC","70 bhp","5.0","4.72"
"BMW X5 xDrive 30d","Chennai","2011.0","55000.0","Diesel","Automatic","Second","11.7 kmpl","2993 CC","245 bhp","5.0","28.0"
"Maruti Dzire AMT VDI","Coimbatore","2018.0","25082.0","Diesel","Automatic","First","28.4 kmpl","1248 CC","73.75 bhp","5.0","8.37"
"Toyota Fortuner 4x4 MT","Delhi","2012.0","68350.0","Diesel","Manual","First","12.55 kmpl","2982 CC","168.5 bhp","7.0","14.0"
"Audi A6 2011-2015 35 TDI Technology","Hyderabad","2015.0","50000.0","Diesel","Automatic","First","17.68 kmpl","1968 CC","174.33 bhp","5.0","36.0"
"Honda Jazz 1.5 V i DTEC","Pune","2015.0","97000.0","Diesel","Manual","First","27.3 kmpl","1498 CC","98.6 bhp","5.0","6.4"
"Audi Q7 4.2 TDI Quattro Technology","Coimbatore","2015.0","56238.0","Diesel","Automatic","First","11.33 kmpl","4134 CC","335.2 bhp","7.0","51.69"
"Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV","Jaipur","2014.0","72618.0","Diesel","Manual","First","12.05 kmpl","2179 CC","120 bhp","7.0","8.0"
"Chevrolet Cruze LTZ","Hyderabad","2012.0","62005.0","Diesel","Manual","First","18.3 kmpl","1991 CC","147.9 bhp","5.0","9.8"
"Chevrolet Beat Diesel LT","Hyderabad","2012.0","61250.0","Diesel","Manual","First","25.44 kmpl","936 CC","57.6 bhp","5.0","2.7"
"Audi A4 35 TDI Premium Plus","Coimbatore","2014.0","28469.0","Diesel","Automatic","First","18.25 kmpl","1968 CC","187.74 bhp","5.0","24.37"
"Skoda Rapid 1.6 MPI AT Style","Kochi","2018.0","21488.0","Petrol","Automatic","First","14.3 kmpl","1598 CC","103.52 bhp","5.0","9.72"
"Maruti Swift Dzire VDI","Pune","2014.0","197000.0","Diesel","Manual","First","23.4 kmpl","1248 CC","74 bhp","5.0","5.0"
"Toyota Fortuner 3.0 Diesel","Pune","2009.0","138205.0","Diesel","Manual","Second","11.5 kmpl","2982 CC","171 bhp","7.0","10.5"
"Maruti Swift VDI","Jaipur","2012.0","160000.0","Diesel","Manual","Second","22.9 kmpl","1248 CC","74 bhp","5.0","3.9"
"Honda City 1.5 V MT Exclusive","Coimbatore","2012.0","67590.0","Petrol","Manual","First","17.0 kmpl","1497 CC","118 bhp","5.0","5.65"
"Mercedes-Benz M-Class ML 250 CDI","Mumbai","2012.0","52000.0","Diesel","Automatic","First","15.26 kmpl","2143 CC","203.2 bhp","5.0","29.95"
"Maruti Swift Ldi BSIII","Bangalore","2008.0","100000.0","Diesel","Manual","Second","17.8 kmpl","1248 CC","75 bhp","5.0","3.0"
"Ford Aspire Titanium Diesel","Kolkata","2017.0","60048.0","Diesel","Manual","First","26.1 kmpl","1498 CC","99 bhp","5.0","6.0"
"Hyundai i10 Sportz","Mumbai","2009.0","48000.0","Petrol","Manual","First","20.36 kmpl","1197 CC","78.9 bhp","5.0","2.11"
"Fiat Punto 1.4 Emotion","Kolkata","2010.0","47000.0","Petrol","Manual","First","14.6 kmpl","","","","1.49"
"Maruti Alto LXi","Jaipur","2011.0","100000.0","Petrol","Manual","First","19.7 kmpl","796 CC","46.3 bhp","5.0","1.5"
"Toyota Etios Liva GD","Coimbatore","2013.0","62601.0","Diesel","Manual","First","23.59 kmpl","1364 CC","null bhp","5.0","4.67"
"Maruti Swift VXI BSIV","Bangalore","2006.0","80010.0","Petrol","Manual","Second","20.4 kmpl","1197 CC","81.80 bhp","5.0","2.85"
"Mercedes-Benz New C-Class C 220 CDI Avantgarde","Coimbatore","2017.0","26493.0","Diesel","Automatic","First","19.27 kmpl","2143 CC","170 bhp","5.0","33.64"
"Tata Indica V2 DLE BSIII","Hyderabad","2011.0","96000.0","Diesel","Manual","Second","17.88 kmpl","1396 CC","52.8 bhp","5.0","0.91"
"Maruti Alto 800 VXI","Jaipur","2014.0","45700.0","Petrol","Manual","Second","22.74 kmpl","796 CC","47.3 bhp","5.0","2.42"
"Skoda Superb 2.8 V6 AT","Kolkata","2005.0","13000.0","Petrol","Automatic","First","9.3 kmpl","2771 CC","193.1 bhp","5.0","3.25"
"Volkswagen Polo Petrol Comfortline 1.2L","Kolkata","2013.0","38000.0","Petrol","Manual","First","16.47 kmpl","1198 CC","73.9 bhp","5.0","2.8"
"Maruti Dzire AMT ZXI Plus","Coimbatore","2019.0","8018.0","Petrol","Automatic","First","22.0 kmpl","1197 CC","81.80 bhp","5.0","8.3"
"Mahindra Scorpio VLX","Bangalore","2010.0","144400.0","Diesel","Manual","Third","12.05 kmpl","2179 CC","120 bhp","8.0","5.25"
"Maruti Swift Vdi BSIII","Jaipur","2010.0","152000.0","Diesel","Manual","First","17.8 kmpl","1248 CC","75 bhp","5.0","2.9"
"BMW 3 Series 320d Prestige","Pune","2013.0","71000.0","Diesel","Automatic","First","18.88 kmpl","1995 CC","184 bhp","5.0","15.0"
"Tata Nano STD SE","Jaipur","2012.0","80000.0","Petrol","Manual","Second","25.4 kmpl","624 CC","37.5 bhp","4.0","0.53"
"Toyota Innova 2.5 VX (Diesel) 8 Seater","Mumbai","2014.0","87143.0","Diesel","Manual","First","12.99 kmpl","2494 CC","100 bhp","8.0","12.5"
"Honda Brio S Option MT","Mumbai","2012.0","25000.0","Petrol","Manual","First","18.4 kmpl","1198 CC","86.8 bhp","5.0","2.75"
"Tata Tiago AMT 1.2 Revotron XZA","Pune","2018.0","2000.0","Petrol","Automatic","First","23.84 kmpl","1199 CC","83.83 bhp","5.0","5.0"
"Mahindra Scorpio SLE BSIV","Kochi","2014.0","45239.0","Diesel","Manual","First","12.05 kmpl","2179 CC","120 bhp","8.0","7.09"
"BMW 5 Series 2003-2012 525d","Hyderabad","2011.0","101999.0","Diesel","Automatic","First","16.73 kmpl","1995 CC","218 bhp","5.0","19.99"
"Toyota Corolla Altis D-4D GL","Mumbai","2014.0","74219.0","Diesel","Manual","First","21.43 kmpl","1364 CC","87.2 bhp","5.0","10.75"
"Honda City i VTEC CVT VX","Mumbai","2016.0","25000.0","Petrol","Automatic","First","18.0 kmpl","1497 CC","117.3 bhp","5.0","9.45"
"Hyundai Verna CRDi 1.6 SX Option","Hyderabad","2008.0","109606.0","Diesel","Manual","First","22.0 kmpl","1582 CC","126.2 bhp","5.0","2.9"
"Maruti Swift Dzire VDI Optional","Kolkata","2015.0","36000.0","Diesel","Manual","First","26.59 kmpl","1248 CC","74 bhp","5.0","4.7"
"Maruti Ciaz ZXi","Coimbatore","2016.0","41810.0","Petrol","Manual","First","20.73 kmpl","1373 CC","91.1 bhp","5.0","7.11"
"Ford Ecosport 1.5 DV5 MT Titanium","Jaipur","2014.0","93321.0","Diesel","Manual","First","22.7 kmpl","1498 CC","89.84 bhp","5.0","6.25"
"Maruti Alto K10 2010-2014 VXI","Hyderabad","2011.0","81000.0","Petrol","Manual","First","20.92 kmpl","998 CC","67.1 bhp","5.0","2.2"
"Honda Amaze V CVT Petrol","Kochi","2019.0","25717.0","Petrol","Automatic","First","19.0 kmpl","1199 CC","88.76 bhp","5.0","8.86"
"Mahindra XUV500 W6 2WD","Delhi","2015.0","37000.0","Diesel","Manual","First","15.1 kmpl","2179 CC","140 bhp","7.0","9.3"
"Mahindra TUV 300 2015-2019 T8","Coimbatore","2017.0","56380.0","Diesel","Manual","First","18.49 kmpl","1493 CC","100 bhp","7.0","7.57"
"Honda Jazz VX","Chennai","2017.0","8000.0","Petrol","Manual","First","18.2 kmpl","1199 CC","88.7 bhp","5.0","7.9"
"Maruti Swift VXI BSIII W/ ABS","Kochi","2018.0","14589.0","Petrol","Manual","First","16.1 kmpl","1298 CC","88.2 bhp","5.0","5.65"
"Volkswagen Polo Petrol Highline 1.2L","Delhi","2013.0","65088.0","Petrol","Manual","First","16.47 kmpl","1198 CC","73.9 bhp","5.0","3.25"
"Hyundai Creta 1.6 SX Option Diesel","Coimbatore","2019.0","24864.0","Diesel","Manual","First","20.5 kmpl","1582 CC","126.2 bhp","5.0","16.27"
"Chevrolet Beat LS","Coimbatore","2011.0","64831.0","Petrol","Manual","First","18.6 kmpl","1199 CC","79.4 bhp","5.0","3.21"
"Honda Amaze VX i-DTEC","Kolkata","2013.0","38001.0","Diesel","Manual","First","25.8 kmpl","1498 CC","98.6 bhp","5.0","3.9"
"Mercedes-Benz E-Class 230 E AT","Mumbai","2008.0","77000.0","Petrol","Automatic","Second","10.0 kmpl","2496 CC","157.7 bhp","5.0","6.5"
"BMW 5 Series 530d M Sport","Hyderabad","2016.0","27000.0","Diesel","Automatic","First","18.59 kmpl","2993 CC","265 bhp","5.0","48.0"
"Audi A3 35 TDI Premium Plus","Mumbai","2016.0","39000.0","Diesel","Automatic","First","20.38 kmpl","1968 CC","143 bhp","5.0","18.9"
"Maruti Swift Dzire VDI","Pune","2015.0","131000.0","Diesel","Manual","First","26.59 kmpl","1248 CC","74 bhp","5.0","3.6"
"Maruti Swift Dzire VDI","Kolkata","2015.0","43000.0","Diesel","Manual","First","26.59 kmpl","1248 CC","74 bhp","5.0","5.5"
"Toyota Innova 2.5 V Diesel 7-seater","Pune","2011.0","68000.0","Diesel","Manual","Second","12.8 kmpl","2494 CC","102 bhp","7.0","7.0"
"BMW X3 xDrive20d","Bangalore","2016.0","45165.0","Diesel","Automatic","First","16.09 kmpl","1995 CC","184 bhp","5.0","41.75"
